YarareInitCube__FP3cEmffffffsUs 0x0019e418
SndDriverInit__Fv 0x0016cef0
bdList 0x00417500
SndInit2__Fv 0x0016cd18
SpuMap 0x003d8c80
SndBgmTblInit__Fv 0x0016cdf0
SndSetMasterVol__FUiUc 0x00170a68
SndSystemReset__Fv 0x0016cf60
sblBuf 0x00410500
DoorSeCall__FUs 0x0016dd70
doorse_guid 0x003d8c58
seqBuf 0x003f0c80
adxcs 0x003d8c60
vol_mas_bgm 0x00417560
SndVolCalc__FUcUc 0x00170a20
SndAdxSetVol__Fi 0x0016f098
vol_mas_se 0x00417562
SndAdxStrReq__FUiUiUiiii 0x0016ede0
pStat 0x00417564
SndWatcher__Fv 0x0016f570
nextRoomBgmCheck__FUs 0x0016fa90
nextRoomBgmPreCheck__FUs 0x0016fdb0
SndNextRoomInit__Fv 0x0016fe98
SndReadAddrInit__Fv 0x0016ffc8
SndRoomStartInit__Fv 0x0016ffd0
SndSetReverb__Fv 0x00172430
SndRoomBgmLoad__Fv 0x00170208
SndBgmLoad2__FUsUi 0x00172318
SndRoomBgmStartCheck__FUi 0x00170290
SndRoomBgmMute__FUcbSc 0x00170640
SndRoomStrStartCheck__Fv 0x00170750
SndAllStopMovie__Fv 0x00171410
SndSeqFadeOutAll_sec__FUcUc 0x00172f50
SndAllFadeOutDead__Fv 0x00171590
Snd_se_pause_on2__Fv 0x00171640
Snd_se_pause_off2__Fv 0x001716f0
SndSubScreenInit__Fv 0x00171e10
SndSubScreenExit__Fv 0x00171e78
SndEventInit__Fv 0x00171f90
SndEventEnd__Fv 0x00171fd0
SndEmDataReadCheck__FUi 0x001720b8
SndBlkInit__FUiUiUi 0x00172130
SndSetSBL__FUi 0x001721e0
sitsize 0x004104c0
SndBgmDataReadCheck__FUi 0x001723b8
SndCseInit__Fv 0x001724a0
SndCseHdAddrInit__FUiUiUi 0x001725b8
tsbBuf 0x003eec80
phdBuf 0x003d9c80
SndCseBdAddrInit__FUi 0x001726d8
SndCseBdInit__FUiUi 0x00172708
SndCseBdInitReq__FUiUiUi 0x00172920
snd_room_addr 0x003d8c5c
adxcs_work 0x003d8c70
SndReadcheck__Fv 0x00172f20
ARAM_FREE_BASE 0x003d8c50
flSifRpcSend 0x0029a2f8
ReadMemcardData__FUiPUi 0x002637d8
CseResetMasterFade 0x00298998
CseResetBankFade 0x002989d8
getRoomSavePtr2__9cRoomDataUs 0x00264180
CseSetMasterVolume 0x00298878
SEQQuit 0x002519a0
SYNQuit 0x002519a8
AXARTQuit 0x002516c0
MIXQuit 0x00251998
AXQuit 0x002516b8
AIReset 0x00251688
FlrAtCheck__FUcP6tagVecUc 0x002171c8
EspPlWaterCall__F13ESP_FOOT_TYPEP6tagVec 0x001eb300
EspFootCall__F13ESP_FOOT_TYPEUcP6tagVec 0x001eb0c8
pFlrSys 0x00424c20
GetDataExt__FPUiPcUi 0x00263710
ealMidSeqPlay 0x00298f38
ealMidSeqSetSongVol 0x00299080
mlSeKeyOn 0x0029bba0
mlSeChgGuid 0x0029bf18
CseSeStopGuid 0x00298a70
CseSeStopBankAll 0x00298a48
ADXCS_SetFadeInTime 0x00181f38
ADXCS_SetOutVol 0x00181ee8
ADXCS_Pause 0x00181e98
ADXCS_SetFadeOutTime 0x00181f20
ADXCS_Stop 0x00181e80
ADXCS_GetFadeStat 0x00182018
ADXCS_CancelFading 0x00182000
ADXCS_SetVolChangeTime 0x00181f50
ADXCS_GetStat 0x00181eb8
SeAtCheck__Fv 0x00276090
CseChangeMemMapPage 0x002988b8
ealMidSeqStop 0x00299018
CseSetBankFade 0x002989b8
CseSetSoundMode 0x00298810
ADXT_SetOutputMono 0x001806d8
mlSeSetRealTimeParam 0x0029b9d0
CseSeStopAll 0x00298a28
CseSetEffect 0x002989f8
ealMidSeqInit 0x00298e18
CseRegistMemMap 0x00298898
CseRegistTsb 0x00298910
CseRegistPhd 0x002988f0
temp_mem_alloc__FUiPCci 0x00229458
SubScreenWait2__Fi 0x001735b8
CseDownloadBd 0x00298938
CseCheckDownloadStatus 0x00298960
GetFno__7cSofdec 0x00257680
ADXCS_StartAfs 0x00181e58
ADXCS_Init 0x00181dd0
ADXCS_CalcWorkCprm 0x00181e30
ADXCS_Create 0x00181e00
data_read 0x002f34b8
data_read_exec 0x002f34bc
data_read_cancel 0x002f34c0
ss_cmmn_dat 0x002f34c8
ss_pzzl_dat 0x002f34f0
omk_pzzl_dat 0x002f3518
SscrnDataSave__FP15SSCRN_SAVE_DATA 0x00172f90
SscrnDataLoad__FP15SSCRN_SAVE_DATA 0x00172fb0
SubScreenAramRead__FUc 0x00172fd0
SubScreenDllRead__Fv 0x00173278
sscrnSetLanguage__FP10SUB_SCREENUc 0x00173300
SubScreenGameInit__Fv 0x001733f8
SubScreenRoomInit__Fv 0x00173490
roomInit__t8cManager1Z4cMap 0x001756d8
SubScreenCall__Fv 0x001735d8
SubScreenExec__Fv 0x001739a0
subscreenOpenSndCk__Fv 0x00173950
g_r22c_disp 0x00417a30
g_r22c_time 0x00417a34
init__6SsPrimi 0x00175600
SubScreenReleaseDll__Fv 0x00174508
SubScreenExitCore__FP10SUB_SCREEN 0x00174550
quit__6SsPrim 0x00175658
g_p_num 0x00417a38
OpeSetOpenTermCancel__Fv 0x001754c8
OpeSetOpenTermEnd__Fv 0x001754d8
DLL_Link__FP14OSModuleHeaderPv 0x0022a840
strncpy 0x002b0008
strrchr 0x002b2720
subScrCheck__7cPlayer 0x002472f0
DvdQueueIsEmpty__Fv 0x001b7548
SubCharCheckHealing__Fv 0x0024c528
VIF1Vu1SetMpg__7PS2VIF17MPGTYPE10MPGSETTING 0x0025e3b0
MemCreateHeap__FUiPvT1 0x00229118
MemSetCurrentHeap__FUi 0x00228fc8
inSscrn__9cLightMgr 0x00226340
DLL_Unlink__FP14OSModuleHeader 0x0022a800
MemDestroyHeap__FUi 0x002291b8
MemSignalHeap__FUi 0x00228f10
PlChangeData__Fv 0x0024ac90
PlMotionReset__Fv 0x0024c3b8
SubCharMotionReset__Fv 0x0024c688
move__4VIEW 0x00281040
View 0x00456cb0
outSscrn__9cLightMgrUi 0x00226390
PlSetEyeMode__FUc 0x0024c6d8
ps2_normal_math_vu0_func 0x00338300
ps2_vu0_calc_matrix 0x00000190
ps2_draw_normal_display_list 0x003385f0
ps2_draw_para1_display_list 0x0033ba90
ps2_draw_para1pnt1_display_list 0x0033e7b0
ps2_draw_para1s_display_list 0x003414c0
ps2_draw_para2_display_list 0x00344020
ps2_draw_para2s_display_list 0x00346da0
ps2_draw_pnt3_display_list 0x00349930
ps2_draw_pnt4_display_list 0x0034c890
ps2_draw_r20eorg_display_list 0x0034f920
ps2_draw_specular_para1s_display_list 0x00352900
ps2_draw_specular_para2s_display_list 0x00355730
ps2_draw_specular_pr1pn1_display_list 0x003585a0
ps2_draw_sscrn_display_list 0x0035b5b0
_start 0x00100008
_exit 0x00100248
_InitSys 0x002a1df0
_init 0x001760d0
_fini 0x001760d8
atexit 0x002b0910
main 0x00227960
exit 0x001756f0
Exit 0x002a2000
__do_global_dtors 0x001760e0
_cleanup 0x002b0200
__terminate 0x00176218
__pack_f 0x00175728
__unpack_f 0x00175838
__make_fp 0x00175990
fptodp 0x001759c0
__make_dp 0x00177db0
_$_9type_info 0x00175a00
_vt$9type_info 0x003af008
__eq__C9type_infoRC9type_info 0x00175a30
__rtti_class 0x00175a70
_vt$17__class_type_info 0x003aef90
_vt$14__si_type_info 0x003aefa8
_vt$16__user_type_info 0x003aefc0
dcast__C16__user_type_infoRC9type_infoiPvPC9type_infoT3 0x00175ad8
dcast__C14__si_type_infoRC9type_infoiPvPC9type_infoT3 0x00175b08
dcast__C17__class_type_infoRC9type_infoiPvPC9type_infoT3 0x00175ba0
__tf17__class_type_info 0x00175d98
_$_17__class_type_info 0x00175de8
__tf14__si_type_info 0x00175e28
_$_14__si_type_info 0x00175e78
__tf16__user_type_info 0x00175eb0
_$_16__user_type_info 0x00175f00
_vt$10bad_typeid 0x003aefd8
__tf10bad_typeid 0x00175f68
_$_10bad_typeid 0x00175f20
_vt$8bad_cast 0x003aeff0
__tf8bad_cast 0x00176000
_$_8bad_cast 0x00175fb8
__tf9type_info 0x00176090
__17__class_type_infoPCcPCQ217__class_type_info9base_infoUi 0x00175d78
__ti17__class_type_info 0x0047cc80
__ti16__user_type_info 0x0047cc90
__14__si_type_infoPCcRC16__user_type_info 0x00175e08
__ti14__si_type_info 0x0047cca0
__16__user_type_infoPCc 0x00175e98
__ti9type_info 0x0047ccb0
__10bad_typeid 0x00175f50
__ti10bad_typeid 0x0047ccb8
__8bad_cast 0x00175fe8
__ti8bad_cast 0x0047ccc8
__ne__C9type_infoRC9type_info 0x00176050
name__C9type_info 0x00176070
__9type_infoPCc 0x00176078
_GLOBAL_$F$_$_9type_info 0x002f3540
_vt$9exception 0x003af0a8
__tf9exception 0x00178550
__ti9exception 0x0047ccd8
what__C9exception 0x00178448
__do_global_ctors 0x00176138
__main 0x001761e8
__CTOR_LIST__ 0x00338200
__DTOR_LIST__ 0x0033827c
__default_terminate 0x00176208
__terminate_func 0x002f38c8
__throw_type_match 0x00176240
__empty 0x00176270
__get_eh_context 0x001762d0
__get_eh_info 0x001762f8
__get_dynamic_handler_chain 0x001763b0
__sjthrow 0x001763d8
__sjpopnthrow 0x00176550
__eh_rtime_match 0x00176668
__get_eh_table_version 0x001766b0
__get_eh_table_language 0x001766b8
__unwinding_cleanup 0x00176a78
__throw 0x00176db0
__rethrow 0x00176f90
_GLOBAL_$F$__default_terminate 0x002f38d0
__frame_state_for 0x001791c8
__pack_d 0x00177178
__unpack_d 0x001772a8
dpadd 0x00177588
dpsub 0x001775e0
dpmul 0x00177648
dpdiv 0x001778f0
__fpcmp_parts_d 0x00177a58
dpcmp 0x00177b70
litodp 0x00177bc0
dptoli 0x00177c78
dptoul 0x00177d10
dptofp 0x00177de0
__muldi3 0x0017a298
terminate__Fv 0x00177e38
__default_unexpected__Fv 0x00177e50
set_terminate__FPFv_v 0x00177e60
set_unexpected__FPFv_v 0x00177e70
unexpected__Fv 0x00177e80
__cp_exception_info 0x00177e98
__cp_eh_info 0x00177ec0
__start_cp_handler 0x00177ee0
__eh_alloc 0x00177f18
__eh_free 0x00177f40
__cplus_type_matcher 0x00177f60
__cp_push_exception 0x00177fd0
__cp_pop_exception 0x00178060
__uncatch_exception 0x00178128
__check_eh_spec 0x00178158
__tf13bad_exception 0x001784b8
_vt$13bad_exception 0x003af090
_$_13bad_exception 0x00178470
__throw_bad_cast 0x00178310
__throw_bad_typeid 0x00178390
uncaught_exception__Fv 0x00178410
_$_9exception 0x00178508
__13bad_exception 0x001784a0
__ti13bad_exception 0x0047cce0
__9exception 0x00178538
_GLOBAL_$F$terminate__Fv 0x002f3ec4
__throw_type_match_rtti 0x00179540
__is_pointer__FPv 0x00179a08
__register_frame_info_table 0x00179128
__deregister_frame_info 0x00179150
before__C9type_infoRC9type_info 0x00179518
__dynamic_cast 0x00179b20
__tf19__pointer_type_info 0x0017a228
__tf16__attr_type_info 0x0017a1b8
__tfv 0x00179bd0
__tf16__func_type_info 0x0017a0d8
__rtti_ptr 0x00179a58
_vt$19__pointer_type_info 0x003af2a8
__rtti_attr 0x00179a78
_vt$16__attr_type_info 0x003af298
__rtti_func 0x00179aa0
_vt$16__func_type_info 0x003af278
__rtti_ptmf 0x00179ac0
_vt$16__ptmf_type_info 0x003af268
__rtti_ptmd 0x00179ae0
_vt$16__ptmd_type_info 0x003af258
__rtti_array 0x00179b00
_vt$17__array_type_info 0x003af248
__tiv 0x002f4258
_vt$19__builtin_type_info 0x003af288
__tfx 0x00179c08
__tix 0x002f4260
__tfl 0x00179c40
__til 0x002f4268
__tfi 0x00179c78
__tii 0x002f4270
__tfs 0x00179cb0
__tis 0x002f4278
__tfb 0x00179ce8
__tib 0x002f4280
__tfc 0x00179d20
__tic 0x002f4288
__tfw 0x00179d58
__tiw 0x002f4290
__tfr 0x00179d90
__tir 0x002f4298
__tfd 0x00179dc8
__tid 0x002f42a0
__tff 0x00179e00
__tif 0x002f42a8
__tfUi 0x00179e38
__tiUi 0x002f42b0
__tfUl 0x00179e70
__tiUl 0x002f42b8
__tfUx 0x00179ea8
__tiUx 0x002f42c0
__tfUs 0x00179ee0
__tiUs 0x002f42c8
__tfUc 0x00179f18
__tiUc 0x002f42d0
__tfSc 0x00179f50
__tiSc 0x002f42d8
__tf17__array_type_info 0x00179f88
_$_17__array_type_info 0x00179fd8
__tf16__ptmd_type_info 0x00179ff8
_$_16__ptmd_type_info 0x0017a048
__tf16__ptmf_type_info 0x0017a068
_$_16__ptmf_type_info 0x0017a0b8
_$_16__func_type_info 0x0017a128
__tf19__builtin_type_info 0x0017a148
_$_19__builtin_type_info 0x0017a198
_$_16__attr_type_info 0x0017a208
_$_19__pointer_type_info 0x0017a278
__ti17__array_type_info 0x0047ccf0
__ti16__ptmd_type_info 0x0047cd00
__ti16__ptmf_type_info 0x0047cd10
__ti16__func_type_info 0x0047cd20
__ti19__builtin_type_info 0x0047cd30
__ti16__attr_type_info 0x0047cd40
__ti19__pointer_type_info 0x0047cd50
_GLOBAL_$F$before__C9type_infoRC9type_info 0x002f42e0
ADXF_CALC_BYTE2SCT 0x0017a2f8
adxf_ldpt_buf 0x002f4758
adxf_ldpt_rdsct 0x002f475c
adxf_SetCmdHstry 0x0017a320
adxf_ChkPrmPt 0x0017a3d8
adxf_ldpt_work 0x002f47b0
adxf_LoadPtBothNw 0x0017a520
adxf_CloseLdptnwHn 0x0017a7c8
adxf_AllocAdxFs 0x0017ac90
adxf_CreateAdxFs 0x0017ace8
adxf_SetAfsFileInfo 0x0017aec0
adxf_CloseSjStm 0x0017b080
ADXF_CloseAll 0x0017b1d8
adxf_read_sj32 0x0017b260
adxf_tcnt 0x002f4760
adxf_chkp_tcnt 0x002f4788
adxf_ExecOne 0x0017b788
ADXF_ExecServer 0x0017b850
adxf_ChkPrmGfr 0x0017bba8
ADXF_GetFnameRangeEx 0x0017bc20
ADXF_GetFnameFromPt 0x0017be00
adxf_hstry_no 0x00311578
adxf_cmd_ncall 0x00311558
adxf_cmd_hstry 0x00311458
ADXERR_CallErrFunc1 0x00191340
adxf_ldptnw_last_stat 0x00311588
adxf_ldptnw_hn 0x00311580
adxf_ldptnw_ptid 0x00311584
adxf_flno 0x0031157c
adxf_ptinfo 0x00311050
memcmp 0x002af318
adxf_obj 0x00310c10
ADXSTM_Create 0x0017d288
ADXSTM_BindFile 0x0017d488
ADXSTM_GetStat 0x0017d620
ADXSTM_ReleaseFile 0x0017d5a0
ADXSTM_GetFileLen 0x0017e1c8
adxf_ocbi_fg 0x00311450
ADXF_Ocbi 0x00191598
ADXSTM_Destroy 0x0017d318
ADXSTM_Stop 0x0017d8f0
ADXCRS_Lock 0x00190838
ADXSTM_SetEos 0x0017d9d0
ADXSTM_SetSj 0x0017e270
ADXSTM_SetReqRdSize 0x0017e170
ADXSTM_SetPause 0x0017e210
ADXSTM_Seek 0x0017d660
ADXSTM_Start2 0x0017d7c8
ADXCRS_Unlock 0x00190850
SJRBF_Create 0x00189518
ADXSTM_Tell 0x0017d6c8
ADXSTM_StopNw 0x0017d858
ADXSTM_OpenCvfs 0x0017e358
ADXCRS_Enter 0x00190868
ADXCRS_Leave 0x00190870
adxps2_build 0x002f68b0
adxm_init_level 0x002f68b4
adxm_init_ex 0x002f68b8
adxm_lock_level 0x002f68f0
adxm_goto_border_flag 0x002f68f4
adxm_vsyncproc_exec_flag 0x002f68f8
adxm_usrvsyncproc_exec_flag 0x002f68fc
adxm_fsproc_exec_flag 0x002f6900
adxm_mwidleproc_exec_flag 0x002f6904
adxm_usridleproc_exec_flag 0x002f6908
adxm_waiting_main_th_flag 0x002f690c
adxm_safe_cnt 0x002f6910
adxm_usrvsync_cnt 0x002f6918
adxm_vsync_cnt 0x002f6920
adxm_fs_cnt 0x002f6928
adxm_mwidle_cnt 0x002f6930
adxm_usridle_cnt 0x002f6938
adxm_vint_cnt 0x002f6940
adxm_id_safe 0x002f6948
adxm_id_usrvsync 0x002f694c
adxm_id_vsync 0x002f6950
adxm_id_fs 0x002f6954
adxm_id_main 0x002f6958
adxm_id_mwidle 0x002f695c
adxm_id_usridle 0x002f6960
adxm_safe_loop 0x002f6968
adxm_safe_exit 0x002f6970
adxm_usrvsync_loop 0x002f6978
adxm_usrvsync_exit 0x002f6980
adxm_vsync_loop 0x002f6988
adxm_vsync_exit 0x002f6990
adxm_fs_loop 0x002f6998
adxm_fs_exit 0x002f69a0
adxm_mwidle_loop 0x002f69a8
adxm_mwidle_exit 0x002f69b0
adxm_usridle_loop 0x002f69b8
adxm_usridle_exit 0x002f69c0
adxps2_exec_svr 0x002f69c8
adxps2_exec_vint 0x002f69cc
adxm_old_cbf 0x002f69d0
adxm_debug_bgcl 0x002f69d4
adxm_idle_sleep_flg 0x002f69d8
adxm_lock 0x0017bea8
adxm_cur_prio 0x002fe1e0
adxm_cur_tid 0x002fe1e4
adxm_unlock 0x0017bf30
adxm_goto_svr_border 0x0017bfa0
adxm_goto_mwidle_border 0x0017c088
adxm_safe_trap 0x0017c0b0
adxm_safe_proc 0x0017c0c8
adxm_vsync_proc 0x0017c120
ADXPS2_WakeupMainThrd 0x0017cc38
adxm_fs_proc 0x0017c228
adxm_mwidle_proc 0x0017c318
adxm_main_prio_def 0x002fe1e8
adxm_stack_safe 0x002f69e0
adxm_stack_usrvsync 0x002f71e0
adxm_stack_vsync 0x002f81e0
adxm_stack_fs 0x002f91e0
adxm_stack_mwidle 0x002fa1e0
adxm_stack_usridle 0x002fc1e0
ADXM_IsSetupThrd 0x0017c838
ADXM_SetCbErr 0x0017c848
ADXM_SetupThrd 0x0017c860
lpcount 0x002f69dc
ADXM_Lock 0x0017ca20
ADXM_Unlock 0x0017ca38
ADXPS2_ExecVint 0x0017ca58
ADXM_ExecVint 0x0017cb80
ADXPS2_ResumeIdleThrd 0x0017cbb0
ADXPS2_SleepMainThrd 0x0017ccb8
ADXM_WaitVsync 0x0017cce0
adxm_ps2_framework 0x002fe1ec
GetThreadId 0x0029cb10
ChangeThreadPriority 0x0029cab0
SVM_CallErr1 0x0018b6e8
ExitDeleteThread 0x0029ca60
SVM_ExecSvrUsrVsync 0x0018bcd0
SVM_ExecSvrVsync 0x0018bce8
SVM_ExecSvrFs 0x0018bd18
SVM_ExecSvrMwIdle 0x0018bd48
SVM_ExecSvrUsrIdle 0x0018bd60
iReferThreadStatus 0x0029cb30
iWakeupThread 0x0029d678
ReferThreadStatus 0x0029cb20
WakeupThread 0x0029cb50
SleepThread 0x0029cb40
ResumeThread 0x0029cbb0
SuspendThread 0x0029cb90
CreateThread 0x0029ca20
StartThread 0x0029d7e0
ADXPS2_PrintfErr 0x0017ce58
SVM_SetCbErr 0x0018bb78
SVM_Init 0x0018be20
SVM_SetCbLock 0x0018bbb8
SVM_SetCbUnlock 0x0018bbd0
SVM_SetCbBdr 0x0018bae0
SVM_Finish 0x0018be60
SVM_Lock 0x0018b580
SVM_Unlock 0x0018b598
adxt_vsync_cnt 0x003115b8
ADXMNG_CallVintServerFunctions 0x00191c78
ADXMNG_CallMainServerFunctions 0x00191be8
SVM_ExecCbPreWaitV 0x0018bf58
SVM_ExecCbPostWaitV 0x0018bf88
ADXT_ExecServer 0x0017fd98
ADXT_ExecFsSvr 0x00191758
SVM_SetCbSvrId 0x0018b958
SVM_GotoSvrBorder 0x0018bb38
ADXPS2_PrintfWarn 0x0017cde0
vsprintf 0x002b0870
adxstmf_rtim_ofst 0x002fe1fc
adxstmf_rtim_num 0x002fe200
adxstmf_nrml_ofst 0x002fe204
adxstmf_nrml_num 0x002fe208
adxstmf_execsvr_flg 0x002fe20c
adxstmf_num_rtry 0x002fe210
ADXSTM_Init 0x0017cf40
adxstmf_obj 0x002fe218
ADXSTM_Finish 0x0017cf88
ADXSTM_BindFileNw 0x0017d3a0
ADXSTM_ReleaseFileNw 0x0017d530
adxstm_start_sub 0x0017d718
ADXSTM_Start 0x0017d750
ADXSTM_EntryEosFunc 0x0017d970
adxstm_sj_internal_error_cnt 0x002fe214
adxstm_sj_internal_error 0x0017da28
adxstmf_stat_exec 0x0017da40
ADXSTMF_ExecHndl 0x0017de38
ADXSTM_ExecServer 0x0017e018
ADXSTM_ExecFsSvr 0x0017e0c0
ADXSTM_SetBufSize 0x0017e108
SVM_TestAndSet 0x0018beb8
cvFsGetStat 0x00182a70
SJ_SplitChunk 0x0018ac18
cvFsSeek 0x00182938
adxps2_spin_flexible_flag 0x002ff148
srd_control_rd_speed_flag 0x002ff248
srd_control_rd_speed_mode 0x002ff24c
cvFsReqRd 0x001829a0
cvFsClose 0x00182858
cvFsOpen 0x00182508
ADXERR_CallErrFunc2 0x00191398
cvFsTell 0x001828d0
cvFsGetFileSize 0x00182ad8
cvFsExecServer 0x00182a10
adxps2_rt_ver0_ver4 0x002ff118
adxps2_rt_ver5 0x002ff128
adxps2_err_dvd 0x0017e410
ADXPS2_SetupDvdFs 0x0017e428
ADXPS2_LoadFcacheDvd 0x0017e528
cvFsEntryErrFunc 0x00182bf0
cvFsAddDev 0x001820a0
mfCiGetInterface 0x001865e8
dvCiGetInterface 0x00183c78
cvFsSetDefDev 0x00182308
dvCiSetRdMode 0x00185300
dvCiSetRootDir 0x00185320
dvCiLoadFcache 0x00185178
ADXT_StartFname 0x001809b8
adxstm_seteos_sct 0x002ff14c
adxt_time_mode 0x002ff150
adxt_tsvr_enter_cnt 0x002ff154
adxt_def_svrfreq 0x002ff158
adxt_last_svrfreq 0x002ff15c
ahxdetachfunc 0x002ff160
ac3detachfunc 0x002ff164
ac3stopfunc 0x002ff168
pl2detachfunc 0x002ff16c
ADXT_Create 0x0017e610
ADXT_Create3D 0x0017e980
adxt_detach_ahx 0x0017ea20
adxt_detach_ac3 0x0017ea48
adxt_detach_pl2 0x0017ea70
ADXT_Destroy 0x0017ea98
ADXT_DestroyAll 0x0017eca0
adxt_start_sj 0x0017ed38
adxt_start_stm 0x0017ee28
ADXT_StartSj 0x0017eef8
ADXT_Stop 0x0017f068
ADXT_GetStat 0x0017f158
adxt_time_unit 0x002ff19c
adxt_time_adjust_cnt 0x002ff170
adxt_time_adjust_sw 0x002ff174
adxt_time_adjust_trap 0x0017f308
ADXT_GetTime 0x0017f320
adxt_diff_av 0x002ff1a0
ADXT_GetNumSmpl 0x0017f668
ADXT_GetSfreq 0x0017f6f0
ADXT_GetNumChan 0x0017f778
ADXT_SetOutPan 0x0017f810
ADXT_GetOutPan 0x0017f978
ADXT_SetOutVol 0x0017fac0
ADXT_GetOutVol 0x0017fb70
ADXT_SetDefSvrFreq 0x0017fbf8
ADXT_SetSvrFreq 0x0017fc40
ADXT_SetAutoRcvr 0x0017fd50
adxt_svrcnt 0x002ff178
adxt_svrcnt_sjd 0x002ff17c
adxt_svrcnt_rna 0x002ff180
adxt_svrcnt_adxf 0x002ff184
adxt_svrcnt_adxstm 0x002ff188
adxt_svrcnt_hndl 0x002ff18c
ADXT_GetErrCode 0x0017fec0
ADXT_SetLpFlg 0x0017ff38
ADXT_Pause 0x0017ffb0
ADXT_GetStatPause 0x00180120
ADXT_SetTranspose 0x001801a0
ADXT_GetTranspose 0x001801a8
ADXT_TermSupply 0x001801b0
ADXT_DiscardSmpl 0x00180200
ADXT_SetTimeOfst 0x00180330
ADXT_SetLnkSw 0x00180378
ADXT_IsHeader 0x00180400
ADXT_IsEndcode 0x00180498
ADXT_InsertSilence 0x001804d8
adxt_mviop_f 0x002ff190
adxt_mviop_d 0x002ff194
adxt_mvtmp_d 0x002ff198
adxt_obj 0x003115c0
ADXSJD_Create 0x00192158
ADXRNA_Create 0x00191e70
LSC_Create 0x00185a00
LSC_SetStmHndl 0x00185b58
ADXT_AttachDolbyProLogicII 0x00186e28
ADXRNA_Destroy 0x00191e88
ADXSJD_Destroy 0x001922d8
LSC_Destroy 0x00185b08
ADXAMP_Destroy 0x0018e538
ADXSJD_SetInSj 0x00192340
ADXSJD_Start 0x001923f0
ADXAMP_Start 0x0018e588
ADXRNA_SetTransSw 0x00191ed0
ADXRNA_SetPlaySw 0x00191ee8
PS2RNA_SetDiscardSw 0x001882f0
ADXSJD_Stop 0x00192420
ADXAMP_Stop 0x0018e728
LSC_Stop 0x00185da8
ADXSJD_GetTotalNumSmpl 0x00193348
ADXSJD_GetSfreq 0x001932e8
ADXSJD_GetOutBps 0x00193318
ADXSJD_GetDecNumSmpl 0x00193280
ADXRNA_GetNumData 0x00191f08
ADXSJD_GetNumChan 0x00193300
ADXSJD_GetDefPan 0x00193448
adxt_output_mono_flag 0x003115b0
ADXRNA_SetOutPan 0x00191fa8
ADXRNA_SetOutBalance 0x00191fc0
ADXSJD_GetDefOutVol 0x001933f0
ADXRNA_SetOutVol 0x00191f90
ADX_DecodeInfoAinf 0x00190ff0
ADXSJD_ExecServer 0x00193220
ADXT_ExecHndl 0x00181cd0
ADXRNA_ExecServer 0x00191f40
ADXSJD_TermSupply 0x001923c0
ADXRNA_DiscardData 0x00192018
ADXSJD_SetLnkSw 0x00193290
ADX_DecodeInfo 0x00190a60
ADXT_StartAfs 0x001807b0
ADXT_StartMem2 0x00180a20
ADXT_StartMemIdx 0x00180b50
ADXERR_ItoA2 0x00191510
SJMEM_Create 0x00188b08
adxt_trap_entry_lps 0x00180d10
adxt_trap_entry 0x00180dc8
adxt_eos_entry 0x00180f60
adxt_set_outpan 0x00180ff0
adxt_nlp_trap_entry 0x00181058
adxt_stat_decinfo 0x00181340
adxt_stat_prep 0x00181758
adxt_stat_playing 0x001818e0
adxt_dbg_ndt 0x002ff1ac
adxt_dbg_nch 0x002ff1a8
adxt_stat_decend 0x00181998
adxt_dbg_rna_ndata 0x002ff1b0
adxt_stat_playend 0x00181ba0
ADXT_ExecRdErrChk 0x00181bb8
ADXT_ExecRdCompChk 0x00181c38
ADXSJD_GetLpStartPos 0x00193378
ADXSJD_GetLpStartOfst 0x00193390
ADXSJD_GetLpEndPos 0x001933c0
ADXSJD_TakeSnapshot 0x001934b8
ADXSJD_SetTrapCnt 0x001932c0
ADXSJD_SetTrapNumSmpl 0x001932b8
ADXSJD_SetTrapDtLen 0x001932c8
ADXSJD_SetDecPos 0x00193288
ADXSJD_EntryTrapFunc 0x001932a8
ADXSJD_RestoreSnapshot 0x001934d0
ADX_DecodeFooter 0x00191210
ADX_ScanInfoCode 0x001909d8
ADXSJD_ExecHndl 0x00192ee8
ADXSJD_GetStat 0x00192338
ADXSJD_SetMaxDecSmpl 0x00192380
ADXSJD_GetNumLoop 0x00193360
ADXSJD_GetBlkSmpl 0x00193330
ADXSJD_GetLpEndOfst 0x001933d8
ADXRNA_SetBitPerSmpl 0x00191fd8
ADXRNA_SetSfreq 0x00191f78
ADXRNA_SetNumChan 0x00191f60
ADXRNA_SetTotalNumSmpl 0x00192040
ADXAMP_SetSfreq 0x0018e738
ADXSJD_GetFormat 0x001932d0
ADXSJD_GetSpsdInfo 0x001934b0
ADXRNA_SetStmHdInfo 0x00192048
ADXRNA_GetNumRoom 0x00191f20
LSC_GetStat 0x00185e98
adxcs_ver 0x002ff1b4
ACSSVR_Init 0x0018d978
ACSSVR_Finish 0x0018da50
ACSSVR_CreateSnd 0x0018db48
ACSSVR_DestroySnd 0x0018dc60
ACSSVR_CalcWorkCprm 0x0018dcd8
ACSSND_StartAfs 0x0018c650
ACSSND_Stop 0x0018c6b0
ACSSND_Pause 0x0018c7f8
ACSSND_GetStatPause 0x0018c8b0
ACSSND_GetStat 0x0018c8f8
ACSSND_GetType 0x0018c948
ACSSND_SetOutVol 0x0018c950
ACSSND_SetFadeOutTime 0x0018ca68
ACSSND_SetFadeInTime 0x0018ca70
